graph_type,nodes,edges,greatest_time,strongly_connected,path_length
data/wico-graph/Non_Conspiracy_Graphs/,51,52,176177,46,1
data/wico-graph/Non_Conspiracy_Graphs/,87,62,154763,77,1
data/wico-graph/Non_Conspiracy_Graphs/,86,76,324961,69,0
data/wico-graph/Non_Conspiracy_Graphs/,10,6,5101,10,1
data/wico-graph/Non_Conspiracy_Graphs/,95,173,138141,46,1
data/wico-graph/Non_Conspiracy_Graphs/,50,196,363696,12,0
data/wico-graph/Non_Conspiracy_Graphs/,81,13,82487,79,0
data/wico-graph/Non_Conspiracy_Graphs/,90,602,664135,37,0
data/wico-graph/Non_Conspiracy_Graphs/,94,100,1196541,70,0
data/wico-graph/Non_Conspiracy_Graphs/,100,96,406753,68,0
data/wico-graph/Non_Conspiracy_Graphs/,46,35,1644455,43,1
data/wico-graph/Non_Conspiracy_Graphs/,12,14,568615,10,0
data/wico-graph/Non_Conspiracy_Graphs/,77,343,78825,20,3
data/wico-graph/Non_Conspiracy_Graphs/,94,395,8433701,16,0
data/wico-graph/Non_Conspiracy_Graphs/,91,54,2686362,74,1
data/wico-graph/Non_Conspiracy_Graphs/,37,55,69656,30,1
data/wico-graph/Non_Conspiracy_Graphs/,87,51,1030955,83,1
data/wico-graph/Non_Conspiracy_Graphs/,46,276,5716709,12,2
data/wico-graph/Non_Conspiracy_Graphs/,94,122,4182336,64,2
data/wico-graph/Non_Conspiracy_Graphs/,85,55,5646218,81,0
data/wico-graph/Non_Conspiracy_Graphs/,22,31,19701,18,2
data/wico-graph/Non_Conspiracy_Graphs/,27,77,243206,5,0
data/wico-graph/Non_Conspiracy_Graphs/,30,18,232858,27,0
data/wico-graph/Non_Conspiracy_Graphs/,11,27,41784,2,0
data/wico-graph/Non_Conspiracy_Graphs/,53,68,38255,42,2
data/wico-graph/Non_Conspiracy_Graphs/,93,50,227085,76,1
data/wico-graph/Non_Conspiracy_Graphs/,49,64,59340,39,1
data/wico-graph/Non_Conspiracy_Graphs/,96,114,513386,76,2
data/wico-graph/Non_Conspiracy_Graphs/,99,451,414839,7,1
data/wico-graph/Non_Conspiracy_Graphs/,99,653,1524383,27,0
data/wico-graph/Non_Conspiracy_Graphs/,37,122,76603,11,1
data/wico-graph/Non_Conspiracy_Graphs/,86,19,1831073,80,0
data/wico-graph/Non_Conspiracy_Graphs/,23,37,36735,16,2
data/wico-graph/Non_Conspiracy_Graphs/,13,21,2872,9,3
data/wico-graph/Non_Conspiracy_Graphs/,93,166,13792060,54,0
data/wico-graph/Non_Conspiracy_Graphs/,92,355,12046400,60,0
data/wico-graph/Non_Conspiracy_Graphs/,84,178,10317511,67,1
data/wico-graph/Non_Conspiracy_Graphs/,88,219,268677,48,1
data/wico-graph/Non_Conspiracy_Graphs/,89,64,11155563,86,0
data/wico-graph/Non_Conspiracy_Graphs/,8,6,69319,8,0
data/wico-graph/Non_Conspiracy_Graphs/,93,143,69132350,72,0
data/wico-graph/Non_Conspiracy_Graphs/,40,58,742432,30,1
data/wico-graph/Non_Conspiracy_Graphs/,20,51,71239,8,2
data/wico-graph/Non_Conspiracy_Graphs/,88,44,2369606,82,0
data/wico-graph/Non_Conspiracy_Graphs/,22,17,70179,22,1
data/wico-graph/Non_Conspiracy_Graphs/,6,6,53420,4,0
data/wico-graph/Non_Conspiracy_Graphs/,85,26,8296857,80,0
data/wico-graph/Non_Conspiracy_Graphs/,11,12,51453,10,1
data/wico-graph/Non_Conspiracy_Graphs/,95,347,2658647,42,1
data/wico-graph/Non_Conspiracy_Graphs/,13,11,32162,13,1
data/wico-graph/Non_Conspiracy_Graphs/,82,163,50117266,53,1
data/wico-graph/Non_Conspiracy_Graphs/,92,61,422378,86,1
data/wico-graph/Non_Conspiracy_Graphs/,91,23,484042,87,0
data/wico-graph/Non_Conspiracy_Graphs/,9,22,49276,4,2
data/wico-graph/Non_Conspiracy_Graphs/,95,692,238384,22,2
data/wico-graph/Non_Conspiracy_Graphs/,91,301,2510698,56,2
data/wico-graph/Non_Conspiracy_Graphs/,19,33,421038,8,2
data/wico-graph/Non_Conspiracy_Graphs/,82,85,441839,66,3
data/wico-graph/Non_Conspiracy_Graphs/,44,61,51054,35,1
data/wico-graph/Non_Conspiracy_Graphs/,88,3,256619,87,0
data/wico-graph/Non_Conspiracy_Graphs/,94,168,9882250,72,0
data/wico-graph/Non_Conspiracy_Graphs/,8,14,33356,1,2
data/wico-graph/Non_Conspiracy_Graphs/,19,62,61153,6,0
data/wico-graph/Non_Conspiracy_Graphs/,18,32,43235,9,1
data/wico-graph/Non_Conspiracy_Graphs/,9,7,24357,9,1
data/wico-graph/Non_Conspiracy_Graphs/,95,111,273088,74,1
data/wico-graph/Non_Conspiracy_Graphs/,93,75,670861,66,0
data/wico-graph/Non_Conspiracy_Graphs/,83,60,4471482,80,0
data/wico-graph/Non_Conspiracy_Graphs/,91,167,2436341,57,1
data/wico-graph/Non_Conspiracy_Graphs/,78,191,10821394,29,0
data/wico-graph/Non_Conspiracy_Graphs/,94,221,5352674,54,2
data/wico-graph/Non_Conspiracy_Graphs/,92,115,384010,60,0
data/wico-graph/Non_Conspiracy_Graphs/,35,36,117224,35,1
data/wico-graph/Non_Conspiracy_Graphs/,90,82,800082,81,1
data/wico-graph/Non_Conspiracy_Graphs/,96,48,1886552,89,0
data/wico-graph/Non_Conspiracy_Graphs/,74,337,203600,8,2
data/wico-graph/Non_Conspiracy_Graphs/,96,699,362152,15,1
data/wico-graph/Non_Conspiracy_Graphs/,96,90,2388745,91,1
data/wico-graph/Non_Conspiracy_Graphs/,100,133,756368,62,1
data/wico-graph/Non_Conspiracy_Graphs/,27,50,2102661,18,1
data/wico-graph/Non_Conspiracy_Graphs/,96,112,6449442,63,0
data/wico-graph/Non_Conspiracy_Graphs/,94,42,302089,90,1
data/wico-graph/Non_Conspiracy_Graphs/,35,57,43534,24,0
data/wico-graph/Non_Conspiracy_Graphs/,31,84,18211206,13,1
data/wico-graph/Non_Conspiracy_Graphs/,10,32,80027,4,1
data/wico-graph/Non_Conspiracy_Graphs/,96,163,109776938,61,0
data/wico-graph/Non_Conspiracy_Graphs/,90,73,5202896,86,1
data/wico-graph/Non_Conspiracy_Graphs/,77,28,1277043,72,0
data/wico-graph/Non_Conspiracy_Graphs/,96,480,12447843,42,1
data/wico-graph/Non_Conspiracy_Graphs/,30,63,85478,23,0
data/wico-graph/Non_Conspiracy_Graphs/,88,153,9115952,56,0
data/wico-graph/Non_Conspiracy_Graphs/,88,121,5074401,62,2
data/wico-graph/Non_Conspiracy_Graphs/,14,25,53410,10,0
data/wico-graph/Non_Conspiracy_Graphs/,91,150,11419620,63,0
data/wico-graph/Non_Conspiracy_Graphs/,93,218,624141,64,1
data/wico-graph/Non_Conspiracy_Graphs/,4,2,46068,4,0
data/wico-graph/Non_Conspiracy_Graphs/,96,385,802965,48,2
data/wico-graph/Non_Conspiracy_Graphs/,94,414,667917,25,0
data/wico-graph/Non_Conspiracy_Graphs/,90,42,1614277,82,0
data/wico-graph/Non_Conspiracy_Graphs/,87,162,186992,60,0
data/wico-graph/Non_Conspiracy_Graphs/,8,4,36499,8,0
data/wico-graph/Non_Conspiracy_Graphs/,91,300,1812236,54,1
data/wico-graph/Non_Conspiracy_Graphs/,20,16,5756,20,1
data/wico-graph/Non_Conspiracy_Graphs/,72,110,221323,56,2
data/wico-graph/Non_Conspiracy_Graphs/,40,87,243540,25,1
data/wico-graph/Non_Conspiracy_Graphs/,16,34,36078,7,1
data/wico-graph/Non_Conspiracy_Graphs/,46,280,67192,9,1
data/wico-graph/Non_Conspiracy_Graphs/,56,45,30826,55,1
data/wico-graph/Non_Conspiracy_Graphs/,12,10,501608,12,0
data/wico-graph/Non_Conspiracy_Graphs/,92,36,13088918,87,1
data/wico-graph/Non_Conspiracy_Graphs/,57,72,23472,45,1
data/wico-graph/Non_Conspiracy_Graphs/,15,47,3483093,5,0
data/wico-graph/Non_Conspiracy_Graphs/,17,58,61241,4,2
data/wico-graph/Non_Conspiracy_Graphs/,5,5,6459729,4,2
data/wico-graph/Non_Conspiracy_Graphs/,85,18,8254143,81,1
data/wico-graph/Non_Conspiracy_Graphs/,90,181,1527660,67,0
data/wico-graph/Non_Conspiracy_Graphs/,94,62,300477,91,0
data/wico-graph/Non_Conspiracy_Graphs/,6,10,120504,1,1
data/wico-graph/Non_Conspiracy_Graphs/,90,61,8011985,90,0
data/wico-graph/Non_Conspiracy_Graphs/,7,5,831,7,1
data/wico-graph/Non_Conspiracy_Graphs/,96,179,686420,77,0
data/wico-graph/Non_Conspiracy_Graphs/,90,31,6485248,78,1
data/wico-graph/Non_Conspiracy_Graphs/,101,123,649273,94,1
data/wico-graph/Non_Conspiracy_Graphs/,90,408,2097264,30,2
data/wico-graph/Non_Conspiracy_Graphs/,90,39,507102,79,0
data/wico-graph/Non_Conspiracy_Graphs/,100,622,162920,2,2
data/wico-graph/Non_Conspiracy_Graphs/,86,43,130268,81,0
data/wico-graph/Non_Conspiracy_Graphs/,18,17,60768,16,1
data/wico-graph/Non_Conspiracy_Graphs/,88,84,415928,78,1
data/wico-graph/Non_Conspiracy_Graphs/,86,21,179302,78,0
data/wico-graph/Non_Conspiracy_Graphs/,12,42,829283,1,2
data/wico-graph/Non_Conspiracy_Graphs/,91,113,166851,64,1
data/wico-graph/Non_Conspiracy_Graphs/,19,13,64541,18,0
data/wico-graph/Non_Conspiracy_Graphs/,5,4,24740,5,1
data/wico-graph/Non_Conspiracy_Graphs/,96,109,1678976,80,0
data/wico-graph/Non_Conspiracy_Graphs/,96,1593,85021,13,2
data/wico-graph/Non_Conspiracy_Graphs/,97,249,6770567,56,0
data/wico-graph/Non_Conspiracy_Graphs/,89,145,10040528,53,0
data/wico-graph/Non_Conspiracy_Graphs/,98,142,838449,75,1
data/wico-graph/Non_Conspiracy_Graphs/,93,87,52004390,77,1
data/wico-graph/Non_Conspiracy_Graphs/,30,93,6096051,1,1
data/wico-graph/Non_Conspiracy_Graphs/,93,284,12132298,56,0
data/wico-graph/Non_Conspiracy_Graphs/,91,368,15827005,35,1
data/wico-graph/Non_Conspiracy_Graphs/,79,84,659639,72,1
data/wico-graph/Non_Conspiracy_Graphs/,93,120,1426125,78,0
data/wico-graph/Non_Conspiracy_Graphs/,95,83,2277743,90,0
data/wico-graph/Non_Conspiracy_Graphs/,31,65,180791,17,2
data/wico-graph/Non_Conspiracy_Graphs/,91,49,11814280,82,0
data/wico-graph/Non_Conspiracy_Graphs/,81,18,1146563,75,0
data/wico-graph/Non_Conspiracy_Graphs/,50,223,161690,22,0
data/wico-graph/Non_Conspiracy_Graphs/,88,240,138511,54,3
data/wico-graph/Non_Conspiracy_Graphs/,85,863,63768,13,1
data/wico-graph/Non_Conspiracy_Graphs/,92,125,873640,71,1
data/wico-graph/Non_Conspiracy_Graphs/,59,43,1135871,55,0
data/wico-graph/Non_Conspiracy_Graphs/,15,11,74898,15,0
data/wico-graph/Non_Conspiracy_Graphs/,94,328,7498075,47,1
data/wico-graph/Non_Conspiracy_Graphs/,95,99,77060,91,1
data/wico-graph/Non_Conspiracy_Graphs/,88,12,9612347,83,0
data/wico-graph/Non_Conspiracy_Graphs/,92,139,9118506,65,0
data/wico-graph/Non_Conspiracy_Graphs/,83,448,32831248,17,1
data/wico-graph/Non_Conspiracy_Graphs/,85,81,83996,69,0
data/wico-graph/Non_Conspiracy_Graphs/,95,111,155729,69,1
data/wico-graph/Non_Conspiracy_Graphs/,6,7,3014,4,2
data/wico-graph/Non_Conspiracy_Graphs/,87,213,1999206,57,1
data/wico-graph/Non_Conspiracy_Graphs/,82,415,33516165,18,0
data/wico-graph/Non_Conspiracy_Graphs/,84,83,232134,80,1
data/wico-graph/Non_Conspiracy_Graphs/,94,207,784134,57,3
data/wico-graph/Non_Conspiracy_Graphs/,12,15,2356772,8,0
data/wico-graph/Non_Conspiracy_Graphs/,93,49,59890,77,0
data/wico-graph/Non_Conspiracy_Graphs/,85,148,1532351,54,1
data/wico-graph/Non_Conspiracy_Graphs/,12,41,55603,3,1
data/wico-graph/Non_Conspiracy_Graphs/,7,15,2371,3,1
data/wico-graph/Non_Conspiracy_Graphs/,8,11,164202,3,1
data/wico-graph/Non_Conspiracy_Graphs/,7,6,144656,5,1
data/wico-graph/Non_Conspiracy_Graphs/,97,46,792472,81,0
data/wico-graph/Non_Conspiracy_Graphs/,87,13,1932968,83,1
data/wico-graph/Non_Conspiracy_Graphs/,22,44,47713,11,1
data/wico-graph/Non_Conspiracy_Graphs/,89,40,175534,78,0
data/wico-graph/Non_Conspiracy_Graphs/,91,103,868540,62,0
data/wico-graph/Non_Conspiracy_Graphs/,93,427,6104646,19,2
data/wico-graph/Non_Conspiracy_Graphs/,92,45,7437503,85,0
data/wico-graph/Non_Conspiracy_Graphs/,98,673,2174288,20,0
data/wico-graph/Non_Conspiracy_Graphs/,16,39,793154,2,1
data/wico-graph/Non_Conspiracy_Graphs/,9,6,6611834,8,0
data/wico-graph/Non_Conspiracy_Graphs/,80,126,1141312,28,1
data/wico-graph/Non_Conspiracy_Graphs/,86,220,114715260,42,1
data/wico-graph/Non_Conspiracy_Graphs/,5,1,156367,5,0
data/wico-graph/Non_Conspiracy_Graphs/,45,98,329571,33,1
data/wico-graph/Non_Conspiracy_Graphs/,42,178,164929,7,1
data/wico-graph/Non_Conspiracy_Graphs/,88,89,166493,77,1
data/wico-graph/Non_Conspiracy_Graphs/,95,84,671785,71,0
data/wico-graph/Non_Conspiracy_Graphs/,100,215,2363305,43,0
data/wico-graph/Non_Conspiracy_Graphs/,86,105,8472667,60,0
data/wico-graph/Non_Conspiracy_Graphs/,22,62,20638,2,1
data/wico-graph/Non_Conspiracy_Graphs/,97,132,3046075,85,1
data/wico-graph/Non_Conspiracy_Graphs/,54,60,56585,46,1
data/wico-graph/Non_Conspiracy_Graphs/,85,521,130366,24,2
data/wico-graph/Non_Conspiracy_Graphs/,85,21,13623249,82,0
data/wico-graph/Non_Conspiracy_Graphs/,91,47,10533710,78,0
data/wico-graph/Non_Conspiracy_Graphs/,87,3,9022249,86,0
data/wico-graph/Non_Conspiracy_Graphs/,89,757,69043029,24,1
data/wico-graph/Non_Conspiracy_Graphs/,6,8,22630,2,3
data/wico-graph/Non_Conspiracy_Graphs/,93,121,2449083,71,1
data/wico-graph/Non_Conspiracy_Graphs/,22,44,2330401,18,1
data/wico-graph/Non_Conspiracy_Graphs/,14,110,328974,1,1
data/wico-graph/Non_Conspiracy_Graphs/,97,736,390956,10,2
data/wico-graph/Non_Conspiracy_Graphs/,11,1,3450410,11,0
data/wico-graph/Non_Conspiracy_Graphs/,92,149,10095927,68,0
data/wico-graph/Non_Conspiracy_Graphs/,96,332,318335,20,1
data/wico-graph/Non_Conspiracy_Graphs/,87,173,1165669,62,1
data/wico-graph/Non_Conspiracy_Graphs/,94,613,146433,12,1
data/wico-graph/Non_Conspiracy_Graphs/,93,112,3484732,80,0
data/wico-graph/Non_Conspiracy_Graphs/,22,29,25381,16,1
data/wico-graph/Non_Conspiracy_Graphs/,24,66,61882,7,2
data/wico-graph/Non_Conspiracy_Graphs/,88,217,428496,39,1
data/wico-graph/Non_Conspiracy_Graphs/,9,8,3084,9,1
data/wico-graph/Non_Conspiracy_Graphs/,94,80,328866,84,0
data/wico-graph/Non_Conspiracy_Graphs/,90,210,9397402,59,0
data/wico-graph/Non_Conspiracy_Graphs/,31,32,801653,28,1
data/wico-graph/Non_Conspiracy_Graphs/,91,7,11850041,89,0
data/wico-graph/Non_Conspiracy_Graphs/,16,17,56127,12,0
data/wico-graph/Non_Conspiracy_Graphs/,10,9,28402,10,1
data/wico-graph/Non_Conspiracy_Graphs/,22,152,8220843,2,1
data/wico-graph/Non_Conspiracy_Graphs/,7,6,9398,6,1
data/wico-graph/Non_Conspiracy_Graphs/,100,81,718532,86,0
data/wico-graph/Non_Conspiracy_Graphs/,90,57,216902,83,0
data/wico-graph/Non_Conspiracy_Graphs/,7,4,151517,5,0
data/wico-graph/Non_Conspiracy_Graphs/,88,98,530916,75,0
data/wico-graph/Non_Conspiracy_Graphs/,95,100,237465,75,0
data/wico-graph/Non_Conspiracy_Graphs/,8,18,37655,1,1
data/wico-graph/Non_Conspiracy_Graphs/,88,102,9868570,76,0
data/wico-graph/Non_Conspiracy_Graphs/,7,12,201552,4,1
data/wico-graph/Non_Conspiracy_Graphs/,10,14,113309,3,0
data/wico-graph/Non_Conspiracy_Graphs/,91,55,278370,81,1
data/wico-graph/Non_Conspiracy_Graphs/,82,342,384452,18,1
data/wico-graph/Non_Conspiracy_Graphs/,87,57,90718,81,0
data/wico-graph/Non_Conspiracy_Graphs/,91,190,10334141,51,1
data/wico-graph/Non_Conspiracy_Graphs/,16,27,1762865,7,0
data/wico-graph/Non_Conspiracy_Graphs/,96,101,658840,76,1
data/wico-graph/Non_Conspiracy_Graphs/,4,0,26426630,4,0
data/wico-graph/Non_Conspiracy_Graphs/,66,339,60974557,9,2
data/wico-graph/Non_Conspiracy_Graphs/,92,171,337170,71,0
data/wico-graph/Non_Conspiracy_Graphs/,87,33,8131774,77,0
data/wico-graph/Non_Conspiracy_Graphs/,98,986,364848,28,2
data/wico-graph/Non_Conspiracy_Graphs/,91,70,2533461,78,2
data/wico-graph/Non_Conspiracy_Graphs/,91,113,417323,69,1
data/wico-graph/Non_Conspiracy_Graphs/,94,222,18945979,58,1
data/wico-graph/Non_Conspiracy_Graphs/,15,70,34315176,1,1
data/wico-graph/Non_Conspiracy_Graphs/,92,184,354592,60,0
data/wico-graph/Non_Conspiracy_Graphs/,6,11,33132,2,2
data/wico-graph/Non_Conspiracy_Graphs/,8,1,512652,8,0
data/wico-graph/Non_Conspiracy_Graphs/,85,99,467880,73,0
data/wico-graph/Non_Conspiracy_Graphs/,75,79,122437,73,0
data/wico-graph/Non_Conspiracy_Graphs/,98,455,147615,32,1
data/wico-graph/Non_Conspiracy_Graphs/,10,11,5679,8,1
data/wico-graph/Non_Conspiracy_Graphs/,88,56,745379,80,0
data/wico-graph/Non_Conspiracy_Graphs/,90,174,2005768,54,1
data/wico-graph/Non_Conspiracy_Graphs/,66,18,15336490,62,0
data/wico-graph/Non_Conspiracy_Graphs/,89,764,15759238,9,2
data/wico-graph/Non_Conspiracy_Graphs/,52,38,2474083,48,0
data/wico-graph/Non_Conspiracy_Graphs/,6,6,62081,6,1
data/wico-graph/Non_Conspiracy_Graphs/,24,21,238627,22,0
data/wico-graph/Non_Conspiracy_Graphs/,87,205,149024,54,1
data/wico-graph/Non_Conspiracy_Graphs/,95,205,737885,60,2
data/wico-graph/Non_Conspiracy_Graphs/,6,5,115811,6,1
data/wico-graph/Non_Conspiracy_Graphs/,96,174,1173131,60,0
data/wico-graph/Non_Conspiracy_Graphs/,32,62,52844,19,0
data/wico-graph/Non_Conspiracy_Graphs/,97,355,140060,58,1
data/wico-graph/Non_Conspiracy_Graphs/,50,54,56208,47,2
data/wico-graph/Non_Conspiracy_Graphs/,84,91,624183,73,0
data/wico-graph/Non_Conspiracy_Graphs/,15,17,189474,12,0
data/wico-graph/Non_Conspiracy_Graphs/,38,26,667177,36,1
data/wico-graph/Non_Conspiracy_Graphs/,88,73,14123028,63,0
data/wico-graph/Non_Conspiracy_Graphs/,50,191,17476,3,1
data/wico-graph/Non_Conspiracy_Graphs/,17,108,27078840,2,1
data/wico-graph/Non_Conspiracy_Graphs/,97,169,65924,72,1
data/wico-graph/Non_Conspiracy_Graphs/,91,75,517327,70,0
data/wico-graph/Non_Conspiracy_Graphs/,87,106,62730,59,0
data/wico-graph/Non_Conspiracy_Graphs/,11,22,688016,4,1
data/wico-graph/Non_Conspiracy_Graphs/,7,4,141342,7,1
data/wico-graph/Non_Conspiracy_Graphs/,45,135,173149,17,2
data/wico-graph/Non_Conspiracy_Graphs/,94,187,1514669,61,1
data/wico-graph/Non_Conspiracy_Graphs/,91,57,1208845,78,0
data/wico-graph/Non_Conspiracy_Graphs/,89,62,1109129,89,0
data/wico-graph/Non_Conspiracy_Graphs/,89,65,3708151,78,1
data/wico-graph/Non_Conspiracy_Graphs/,89,92,1545512,65,0
data/wico-graph/Non_Conspiracy_Graphs/,15,38,64287,3,1
data/wico-graph/Non_Conspiracy_Graphs/,85,60,6711303,80,1
data/wico-graph/Non_Conspiracy_Graphs/,9,7,90542,9,1
data/wico-graph/Non_Conspiracy_Graphs/,91,70,382192,84,1
data/wico-graph/Non_Conspiracy_Graphs/,86,61,65848561,81,1
data/wico-graph/Non_Conspiracy_Graphs/,88,73,862011,81,0
data/wico-graph/Non_Conspiracy_Graphs/,89,61,93087,80,0
data/wico-graph/Non_Conspiracy_Graphs/,10,12,95472,7,0
data/wico-graph/Non_Conspiracy_Graphs/,80,245,36727586,45,0
data/wico-graph/Non_Conspiracy_Graphs/,64,182,1011648,40,3
data/wico-graph/Non_Conspiracy_Graphs/,49,60,98259,42,2
data/wico-graph/Non_Conspiracy_Graphs/,84,46,2876877,82,0
data/wico-graph/Non_Conspiracy_Graphs/,97,2387,783123,4,2
data/wico-graph/Non_Conspiracy_Graphs/,10,4,54850,10,0
data/wico-graph/Non_Conspiracy_Graphs/,87,117,9904069,69,1
data/wico-graph/Non_Conspiracy_Graphs/,27,24,279494,24,0
data/wico-graph/Non_Conspiracy_Graphs/,86,120,8577444,64,1
data/wico-graph/Non_Conspiracy_Graphs/,88,57,12485480,84,0
data/wico-graph/Non_Conspiracy_Graphs/,11,42,135502,2,1
data/wico-graph/Non_Conspiracy_Graphs/,94,98,454113,82,0
data/wico-graph/Non_Conspiracy_Graphs/,95,382,272807,47,1
data/wico-graph/Non_Conspiracy_Graphs/,93,95,326211,90,0
data/wico-graph/Non_Conspiracy_Graphs/,25,349,18080,2,1
data/wico-graph/Non_Conspiracy_Graphs/,6,3,73893,5,0
data/wico-graph/Non_Conspiracy_Graphs/,15,41,185620,10,0
data/wico-graph/Non_Conspiracy_Graphs/,45,220,156096,18,2
data/wico-graph/Non_Conspiracy_Graphs/,93,152,3492027,50,0
data/wico-graph/Non_Conspiracy_Graphs/,23,53,93081,9,3
data/wico-graph/Non_Conspiracy_Graphs/,88,258,5079609,40,2
data/wico-graph/Non_Conspiracy_Graphs/,87,202,87936,44,1
data/wico-graph/Non_Conspiracy_Graphs/,79,71,585852,72,0
data/wico-graph/Non_Conspiracy_Graphs/,6,5,13491,5,0
data/wico-graph/Non_Conspiracy_Graphs/,90,86,267679,87,1
data/wico-graph/Non_Conspiracy_Graphs/,93,101,430273,72,3
data/wico-graph/Non_Conspiracy_Graphs/,7,4,2678982,7,0
data/wico-graph/Non_Conspiracy_Graphs/,13,12,516866,13,1
data/wico-graph/Non_Conspiracy_Graphs/,88,61,204768,79,0
data/wico-graph/Non_Conspiracy_Graphs/,94,258,8546119,53,0
data/wico-graph/Non_Conspiracy_Graphs/,93,36,696344,85,0
data/wico-graph/Non_Conspiracy_Graphs/,62,29,3614897,59,1
data/wico-graph/Non_Conspiracy_Graphs/,14,22,16042,9,1
data/wico-graph/Non_Conspiracy_Graphs/,91,195,4590703,63,0
data/wico-graph/Non_Conspiracy_Graphs/,14,17,68925,11,0
data/wico-graph/Non_Conspiracy_Graphs/,50,59,45368,40,0
data/wico-graph/Non_Conspiracy_Graphs/,34,45,177471,29,1
data/wico-graph/Non_Conspiracy_Graphs/,98,227,571201,58,0
data/wico-graph/Non_Conspiracy_Graphs/,94,95,8577376,82,1
data/wico-graph/Non_Conspiracy_Graphs/,97,97,578504,75,1
data/wico-graph/Non_Conspiracy_Graphs/,6,11,41444,4,1
data/wico-graph/Non_Conspiracy_Graphs/,94,139,10710726,64,1
data/wico-graph/Non_Conspiracy_Graphs/,88,168,769617,52,1
data/wico-graph/Non_Conspiracy_Graphs/,9,20,14117,7,1
data/wico-graph/Non_Conspiracy_Graphs/,21,28,227728,16,1
data/wico-graph/Non_Conspiracy_Graphs/,81,216,10907646,47,1
data/wico-graph/Non_Conspiracy_Graphs/,85,110,313245,76,1
data/wico-graph/Non_Conspiracy_Graphs/,68,538,2720553,9,1
data/wico-graph/Non_Conspiracy_Graphs/,89,85,184022,84,0
data/wico-graph/Non_Conspiracy_Graphs/,98,79,8973782,96,0
data/wico-graph/Non_Conspiracy_Graphs/,14,41,55596,2,1
data/wico-graph/Non_Conspiracy_Graphs/,98,1181,53352,24,1
data/wico-graph/Non_Conspiracy_Graphs/,93,84,5254914,93,1
data/wico-graph/Non_Conspiracy_Graphs/,95,370,237987,30,1
data/wico-graph/Non_Conspiracy_Graphs/,30,17,3372740,30,0
data/wico-graph/Non_Conspiracy_Graphs/,84,365,47610142,29,1
data/wico-graph/Non_Conspiracy_Graphs/,95,240,1104857,61,2
data/wico-graph/Non_Conspiracy_Graphs/,93,59,1048859,88,0
data/wico-graph/Non_Conspiracy_Graphs/,12,12,534273,10,1
data/wico-graph/Non_Conspiracy_Graphs/,91,188,12176409,59,1
data/wico-graph/Non_Conspiracy_Graphs/,84,100,573880,72,0
data/wico-graph/Non_Conspiracy_Graphs/,9,5,581141,9,1
data/wico-graph/Non_Conspiracy_Graphs/,64,112,9081150,41,2
data/wico-graph/Non_Conspiracy_Graphs/,90,35,8900483,83,0
data/wico-graph/Non_Conspiracy_Graphs/,97,94,1110340,81,0
data/wico-graph/Non_Conspiracy_Graphs/,84,55,92480,84,1
data/wico-graph/Non_Conspiracy_Graphs/,90,143,1084364,58,1
data/wico-graph/Non_Conspiracy_Graphs/,22,21,105857,19,2
data/wico-graph/Non_Conspiracy_Graphs/,90,70,3448455,82,0
data/wico-graph/Non_Conspiracy_Graphs/,6,12,138102,1,1
data/wico-graph/Non_Conspiracy_Graphs/,92,21,1759533,88,0
data/wico-graph/Non_Conspiracy_Graphs/,93,195,5085814,55,1
data/wico-graph/Non_Conspiracy_Graphs/,88,34,480981,75,0
data/wico-graph/Non_Conspiracy_Graphs/,99,128,935322,80,1
data/wico-graph/Non_Conspiracy_Graphs/,42,151,15629,13,0
data/wico-graph/Non_Conspiracy_Graphs/,87,14,439091,81,0
data/wico-graph/Non_Conspiracy_Graphs/,78,79,109298,73,1
data/wico-graph/Non_Conspiracy_Graphs/,93,295,3966273,42,1
data/wico-graph/Non_Conspiracy_Graphs/,60,24,549209,56,1
data/wico-graph/Non_Conspiracy_Graphs/,6,3,54714,6,0
data/wico-graph/Non_Conspiracy_Graphs/,93,252,4500991,40,1
data/wico-graph/Non_Conspiracy_Graphs/,88,46,6481556,71,0
data/wico-graph/Non_Conspiracy_Graphs/,78,161,339045,11,1
data/wico-graph/Non_Conspiracy_Graphs/,94,186,377607,62,0
data/wico-graph/Non_Conspiracy_Graphs/,25,20,654123,24,0
data/wico-graph/Non_Conspiracy_Graphs/,97,164,1856758,78,2
data/wico-graph/Non_Conspiracy_Graphs/,96,70,357501,84,0
data/wico-graph/Non_Conspiracy_Graphs/,89,69,1935167,74,1
data/wico-graph/Non_Conspiracy_Graphs/,10,11,1961,9,1
data/wico-graph/Non_Conspiracy_Graphs/,24,50,189288,15,1
data/wico-graph/Non_Conspiracy_Graphs/,26,26,78996,23,1
data/wico-graph/Non_Conspiracy_Graphs/,94,53,1223907,73,0
data/wico-graph/Non_Conspiracy_Graphs/,23,116,32630,2,1
data/wico-graph/Non_Conspiracy_Graphs/,88,70,566550,62,0
data/wico-graph/Non_Conspiracy_Graphs/,8,7,2571,8,1
data/wico-graph/Non_Conspiracy_Graphs/,52,115,1114273,43,1
data/wico-graph/Non_Conspiracy_Graphs/,7,5,2033,7,0
data/wico-graph/Non_Conspiracy_Graphs/,49,32,824244,46,0
data/wico-graph/Non_Conspiracy_Graphs/,89,230,288404,52,1
data/wico-graph/Non_Conspiracy_Graphs/,85,26,9775258,82,1
